DealerID,NewUsed,Year,Make,Model,ExteriorColor,InteriorColor,EngineCylinders,Trim,SellingPrice,Miles,MPG(Miles per gallon),FuelType,website Link for more details,Car Features,website Link for images
2013,NEW,2023,Jeep,Wrangler 4xe,White Knuckle Clearcoat,Black,4,4x4,60757,5,25,Hybrid,https://www.pinebeltcjdr.com/,"Adventure, off road",
2013,NEW,2023,Jeep,Wrangler 4xe,Sting-Gray Clearcoat,Black,4,4x4,61252,5,25,Hybrid,https://www.pinebeltcjdr.com/,"Adventure, off road",
2013,NEW,2023,Jeep,Wrangler 4xe,Black Clearcoat,Black,4,4x4,60057,8,25,Hybrid,https://www.pinebeltcjdr.com/,"Adventure, off road",
2013,NEW,2023,Ram,1500,Patriot Blue Pearlcoat,Black,6,"Big Horn 4x4 Quad Cab 6'4"" Box",53417,6,22,Gasoline,https://www.pinebeltcjdr.com/,"Heavy Toeing truck, Pickup truck",
2013,NEW,2023,Ram,1500,Diamond Black Crystal Pearlcoat,Black,6,"Rebel 4x4 Crew Cab 5'7"" Box",65437,28,22,Gasoline,https://www.pinebeltcjdr.com/,"Heavy Toeing truck, Pickup truck",
2013,NEW,2023,Jeep,Compass,Bright White Clearcoat,Black,4,Latitude 4x4,33297,5,32,Gasoline,https://www.pinebeltcjdr.com/,"off road capability, compact SUV, affordable price",
2013,NEW,2023,Ram,ProMaster Cargo Van,Bright White Clearcoat,Black,6,"2500 High Roof 136"" WB",54485,0,25,Gasoline,https://www.pinebeltcjdr.com/,"cargo, transport vehicle",
2013,USED,2021,Ram,ProMaster Cargo Van,Bright White Clearcoat,Black,6,"2500 High Roof 159"" WB",44314,23486,25,Gasoline,https://www.pinebeltcjdr.com/,"cargo, transport vehicle",
2013,USED,2021,Ram,ProMaster Cargo Van,Bright White Clearcoat,Black,6,"2500 High Roof 159"" WB",43984,22195,25,Gasoline,https://www.pinebeltcjdr.com/,"cargo, transport vehicle",
2013,NEW,2023,Jeep,Wrangler 4xe,Firecracker Red Clearcoat,Black,4,4x4,61252,13,25,Hybrid,https://www.pinebeltcjdr.com/,"Adventure, off road",
2013,NEW,2023,Jeep,Grand Cherokee 4xe,Bright White Clearcoat,Global Black,4,Trailhawk 4x4,66412,12,25,Hybrid,https://www.pinebeltcjdr.com/,"Hybrid engine, fuel efficient, offroad and light toeing",
2013,NEW,2023,Jeep,Grand Cherokee 4xe,Bright White Clearcoat,Global Black,4,Summit Reserve 4x4,79017,15,25,Hybrid,https://www.pinebeltcjdr.com/,"Hybrid engine, fuel efficient, offroad and light toeing",
2013,NEW,2023,Jeep,Wrangler 4xe,Sarge Green Clearcoat,Black,4,4x4,61252,5,25,Hybrid,https://www.pinebeltcjdr.com/,"Adventure, off road",
2013,NEW,2023,Jeep,Wrangler 4xe,White Knuckle Clearcoat,Black,4,4x4,60757,12,25,Hybrid,https://www.pinebeltcjdr.com/,"Adventure, off road",
2013,NEW,2023,Jeep,Compass,Diamond Black Crystal Pearlcoat,Black,4,Latitude 4x4,33792,5,32,Gasoline,https://www.pinebeltcjdr.com/,"off road capability, compact SUV, affordable price",
2013,NEW,2023,Jeep,Wrangler 4xe,Black Clearcoat,Black,4,4x4,61252,12,25,Hybrid,https://www.pinebeltcjdr.com/,"Adventure, off road",
2013,NEW,2023,Jeep,Compass,Diamond Black Crystal Pearlcoat,Black,4,Latitude 4x4,33792,5,32,Gasoline,https://www.pinebeltcjdr.com/,"off road capability, compact SUV, affordable price",
2013,NEW,2023,Jeep,Compass,Diamond Black Crystal Pearlcoat,Black,4,Latitude 4x4,33792,5,32,Gasoline,https://www.pinebeltcjdr.com/,"off road capability, compact SUV, affordable price",
2013,NEW,2023,Jeep,Compass,Diamond Black Crystal Pearlcoat,Black,4,Latitude 4x4,33792,5,32,Gasoline,https://www.pinebeltcjdr.com/,"off road capability, compact SUV, affordable price",
2013,NEW,2023,Ram,ProMaster Cargo Van,Bright Silver Metallic Clearcoat,Black,6,"1500 High Roof 136"" WB",53705,0,25,Gasoline,https://www.pinebeltcjdr.com/,"cargo, transport vehicle",
2013,NEW,2023,Ram,1500,Bright White Clearcoat,Black,8,"Limited 4x4 Crew Cab 5'7"" Box",79112,12,22,Diesel,https://www.pinebeltcjdr.com/,"Heavy Toeing truck, Pickup truck",https://roanoke.com/vehicles/vehicle/car/truck/2021-bright-white-clear-coat-ram-1500/vehicle_63f4433f-1016-53e0-867d-c0e1270941eb.html
2013,NEW,2023,Jeep,Compass,Bright White Clearcoat,Black,4,Latitude 4x4,33297,5,32,Gasoline,https://www.pinebeltcjdr.com/,"off road capability, compact SUV, affordable price",
2013,USED,2017,Jeep,Compass,Granite Crystal Metallic Clearcoat,Gray,4,High Altitude 4x4 *Ltd Avail*,18253,33403,25,Gasoline,https://www.pinebeltcjdr.com/,"off road capability, compact SUV, affordable price",
2013,NEW,2023,Jeep,Compass,Diamond Black Crystal Pearlcoat,Black,4,Latitude 4x4,33792,12,32,Gasoline,https://www.pinebeltcjdr.com/,"off road capability, compact SUV, affordable price",
2013,NEW,2023,Jeep,Compass,Diamond Black Crystal Pearlcoat,Black,4,Latitude 4x4,33792,5,32,Gasoline,https://www.pinebeltcjdr.com/,"off road capability, compact SUV, affordable price",
2013,NEW,2023,Jeep,Compass,Granite Crystal Metallic Clearcoat,Black,4,Latitude 4x4,33792,0,32,Gasoline,https://www.pinebeltcjdr.com/,"off road capability, compact SUV, affordable price",
2013,NEW,2023,Jeep,Compass,Granite Crystal Metallic Clearcoat,Black,4,Latitude 4x4,33792,5,32,Gasoline,https://www.pinebeltcjdr.com/,"off road capability, compact SUV, affordable price",
2013,USED,2021,Ram,1500,Diamond Black Crystal Pearlcoat,Black,6,"Big Horn 4x4 Crew Cab 6'4"" Box",41143,24030,21,Gasoline,https://www.pinebeltcjdr.com/,"Heavy Toeing truck, Pickup truck",
2013,NEW,2023,Ram,ProMaster Cargo Van,Bright White Clearcoat,Black,6,"2500 High Roof 136"" WB",52765,0,25,Gasoline,https://www.pinebeltcjdr.com/,"cargo, transport vehicle",
2013,NEW,2023,Jeep,Compass,Diamond Black Crystal Pearlcoat,Black,4,Latitude Lux,35777,0,32,Gasoline,https://www.pinebeltcjdr.com/,"off road capability, compact SUV, affordable price",
2013,NEW,2023,Jeep,Grand Cherokee 4xe,Silver Zynith,Global Black,4,4x4,64357,12,25,Hybrid,https://www.pinebeltcjdr.com/,"Hybrid engine, fuel efficient, offroad and light toeing",
2013,NEW,2023,Jeep,Compass,Diamond Black Crystal Pearlcoat,Black,4,Latitude Lux,35777,5,32,Gasoline,https://www.pinebeltcjdr.com/,"off road capability, compact SUV, affordable price",
2013,NEW,2023,Jeep,Compass,Bright White Clearcoat,Black,4,Latitude Lux,35282,0,32,Gasoline,https://www.pinebeltcjdr.com/,"off road capability, compact SUV, affordable price",
2013,NEW,2023,Ram,ProMaster Cargo Van,Bright Silver Metallic Clearcoat,Black,6,"1500 High Roof 136"" WB",53705,0,25,Gasoline,https://www.pinebeltcjdr.com/,"cargo, transport vehicle",
2013,NEW,2023,Jeep,Compass,Granite Crystal Metallic Clearcoat,Black,4,Latitude Lux,35777,12,32,Gasoline,https://www.pinebeltcjdr.com/,"off road capability, compact SUV, affordable price",
2013,NEW,2023,Jeep,Compass,Granite Crystal Metallic Clearcoat,Black,4,Latitude Lux,35777,10,32,Gasoline,https://www.pinebeltcjdr.com/,"off road capability, compact SUV, affordable price",
2013,NEW,2023,Jeep,Compass,Diamond Black Crystal Pearlcoat,Black,4,Latitude Lux,35777,13,32,Gasoline,https://www.pinebeltcjdr.com/,"off road capability, compact SUV, affordable price",
2013,NEW,2023,Jeep,Compass,Granite Crystal Metallic Clearcoat,Black,4,Latitude Lux,35777,5,32,Gasoline,https://www.pinebeltcjdr.com/,"off road capability, compact SUV, affordable price",
2013,NEW,2023,Jeep,Compass,Diamond Black Crystal Pearlcoat,Black,4,Latitude Lux,35777,0,32,Gasoline,https://www.pinebeltcjdr.com/,"off road capability, compact SUV, affordable price",
2013,NEW,2023,Jeep,Grand Cherokee 4xe,Diamond Black Crystal Pearlcoat,Global Black,4,Overland 4x4,70237,17,25,Hybrid,https://www.pinebeltcjdr.com/,"Hybrid engine, fuel efficient, offroad and light toeing",
2013,NEW,2023,Jeep,Compass,Granite Crystal Metallic Clearcoat,Black,4,Latitude Lux,35777,13,32,Gasoline,https://www.pinebeltcjdr.com/,"off road capability, compact SUV, affordable price",
2013,NEW,2023,Jeep,Compass,Diamond Black Crystal Pearlcoat,Black,4,Latitude Lux,35777,12,32,Gasoline,https://www.pinebeltcjdr.com/,"off road capability, compact SUV, affordable price",
2013,NEW,2023,Jeep,Compass,Diamond Black Crystal Pearlcoat,Black,4,Latitude Lux,35777,5,32,Gasoline,https://www.pinebeltcjdr.com/,"off road capability, compact SUV, affordable price",
2013,NEW,2023,Jeep,Compass,Diamond Black Crystal Pearlcoat,Black,4,Latitude Lux,35777,0,32,Gasoline,https://www.pinebeltcjdr.com/,"off road capability, compact SUV, affordable price",
2013,NEW,2023,Jeep,Compass,Diamond Black Crystal Pearlcoat,Black,4,Latitude Lux,35777,10,32,Gasoline,https://www.pinebeltcjdr.com/,"off road capability, compact SUV, affordable price",
2013,NEW,2023,Jeep,Compass,Diamond Black Crystal Pearlcoat,Black,4,Latitude Lux,35777,5,32,Gasoline,https://www.pinebeltcjdr.com/,"off road capability, compact SUV, affordable price",
2013,NEW,2023,Jeep,Compass,Granite Crystal Metallic Clearcoat,Black,4,Latitude Lux,35777,0,32,Gasoline,https://www.pinebeltcjdr.com/,"off road capability, compact SUV, affordable price",
2013,NEW,2023,Jeep,Compass,Diamond Black Crystal Pearlcoat,Black,4,Latitude Lux,35777,6,32,Gasoline,https://www.pinebeltcjdr.com/,"off road capability, compact SUV, affordable price",
2013,NEW,2023,Jeep,Grand Cherokee 4xe,Silver Zynith,Global Black,4,4x4,64357,4,25,Hybrid,https://www.pinebeltcjdr.com/,"Hybrid engine, fuel efficient, offroad and light toeing",
2013,NEW,2023,Jeep,Compass,Granite Crystal Metallic Clearcoat,Black,4,Latitude Lux,35777,8,32,Gasoline,https://www.pinebeltcjdr.com/,"off road capability, compact SUV, affordable price",
2013,NEW,2023,Jeep,Compass,Granite Crystal Metallic Clearcoat,Black,4,Latitude Lux,35777,0,32,Gasoline,https://www.pinebeltcjdr.com/,"off road capability, compact SUV, affordable price",
2013,NEW,2023,Ram,ProMaster Cargo Van,Bright White Clearcoat,Black,6,"1500 High Roof 136"" WB",53100,0,25,Gasoline,https://www.pinebeltcjdr.com/,"cargo, transport vehicle",
2013,NEW,2023,Jeep,Wrangler 4xe,Sting-Gray Clearcoat,Black,4,4x4,60052,12,25,Hybrid,https://www.pinebeltcjdr.com/,"Adventure, off road",
2013,NEW,2023,Ram,1500,Diamond Black Crystal Pearlcoat,Mountain Brown,6,"Longhorn 4x4 Crew Cab 5'7"" Box",78812,10,22,Gasoline,https://www.pinebeltcjdr.com/,"Heavy Toeing truck, Pickup truck",
2013,NEW,2023,Ram,1500,Ivory White Tri-Coat Pearlcoat,Mountain Brown,6,"Longhorn 4x4 Crew Cab 5'7"" Box",79407,11,22,Gasoline,https://www.pinebeltcjdr.com/,"Heavy Toeing truck, Pickup truck",https://www.autonationchryslerdodgejeepramnorthrichlandhills.com/inventory/new-2023-ram-1500-limited-four-wheel-drive-crew-cab-pickup-1c6srfht2pn630963/
2013,NEW,2023,Jeep,Wrangler 4xe,Granite Crystal Metallic Clearcoat,Black,4,4x4,61252,5,25,Hybrid,https://www.pinebeltcjdr.com/,"Adventure, off road",
2013,NEW,2023,Chrysler,Pacifica,Velvet Red Pearlcoat,Black/Alloy/Black,6,Hybrid Limited FWD,55235,9,25,Hybrid,https://www.pinebeltcjdr.com/,"Big family car, long distance travel",
2013,NEW,2023,Jeep,Wrangler 4xe,Granite Crystal Metallic Clearcoat,Black,4,4x4,61252,10,25,Hybrid,https://www.pinebeltcjdr.com/,"Adventure, off road",
2013,NEW,2023,Jeep,Wrangler 4xe,Hydro Blue Pearl Coat,Black,4,4x4,61252,6,25,Hybrid,https://www.pinebeltcjdr.com/,"Adventure, off road",
2013,NEW,2023,Chrysler,Pacifica,Ceramic Gray Clearcoat,Black/Alloy/Black,6,Hybrid Limited FWD,58030,12,25,Hybrid,https://www.pinebeltcjdr.com/,"Big family car, long distance travel",
2013,USED,2020,Jeep,Compass,Diamond Black Crystal Pearlcoat,Black,4,Altitude 4x4,23891,21960,30,Gasoline,https://www.pinebeltcjdr.com/,"off road capability, compact SUV, affordable price",
2013,NEW,2023,Jeep,Compass,Billet Silver Metallic Clearcoat,Black,4,Limited 4x4,40572,0,32,Gasoline,https://www.pinebeltcjdr.com/,"off road capability, compact SUV, affordable price",
2013,NEW,2023,Jeep,Compass,Bright White Clearcoat,Black,4,Limited 4x4,40077,0,32,Gasoline,https://www.pinebeltcjdr.com/,"off road capability, compact SUV, affordable price",
2013,NEW,2023,Jeep,Compass,Billet Silver Metallic Clearcoat,Ruby Red/Black,4,Trailhawk 4x4,41062,0,32,Gasoline,https://www.pinebeltcjdr.com/,"off road capability, compact SUV, affordable price",
2013,NEW,2023,Jeep,Grand Cherokee 4xe,Bright White Clearcoat,Global Black,4,4x4,59572,119,25,Hybrid,https://www.pinebeltcjdr.com/,"Hybrid engine, fuel efficient, offroad and light toeing",
2013,NEW,2023,Jeep,Compass,Sting-Gray Clearcoat,Black,4,Limited 4x4,40572,0,32,Gasoline,https://www.pinebeltcjdr.com/,"off road capability, compact SUV, affordable price",
2013,NEW,2023,Jeep,Compass,Billet Silver Metallic Clearcoat,Black,4,Limited 4x4,40572,0,32,Gasoline,https://www.pinebeltcjdr.com/,"off road capability, compact SUV, affordable price",
2013,NEW,2023,Jeep,Wrangler 4xe,Sting-Gray Clearcoat,Black,4,Sahara 4x4,64072,186,25,Hybrid,https://www.pinebeltcjdr.com/,"Adventure, off road",
2013,NEW,2023,Jeep,Wrangler 4xe,Hydro Blue Pearl Coat,Black,4,4x4,61252,53,25,Hybrid,https://www.pinebeltcjdr.com/,"Adventure, off road",
2013,USED,2017,Ram,1500,Brilliant Black Crystal Pearlcoat,Black,6,"Express 4x4 Crew Cab 5'7"" Box",25741,75864,21,Gasoline,https://www.pinebeltcjdr.com/,"Heavy Toeing truck, Pickup truck",
2013,USED,2020,Chrysler,Pacifica,Bright White Clearcoat,Alloy/Black,6,Touring L FWD,0,47657,28,Gasoline,https://www.pinebeltcjdr.com/,"Big family car, long distance travel",
2013,USED,2020,Jeep,Compass,Billet Silver Metallic Clearcoat,Black,4,Latitude 4x4,0,31367,31,Gasoline,https://www.pinebeltcjdr.com/,"off road capability, compact SUV, affordable price",
2013,USED,2020,Jeep,Compass,Granite Crystal Metallic Clearcoat,Black,4,Latitude 4x4,0,25543,31,Gasoline,https://www.pinebeltcjdr.com/,"off road capability, compact SUV, affordable price",
2013,USED,2021,Jeep,Compass,White Clearcoat,Black,4,Latitude 4x4,0,36866,30,Gasoline,https://www.pinebeltcjdr.com/,"off road capability, compact SUV, affordable price",
2013,USED,2020,Jeep,Compass,Velvet Red Pearlcoat,Black,4,Latitude 4x4,25888,4944,31,Gasoline,https://www.pinebeltcjdr.com/,"off road capability, compact SUV, affordable price",
