year,make,model,stock_number,is_new,vin,exterior_color,interior_color,engine_cylinders,doors,transmission,invoice_amount,selling_price,trim,epa_city,epa_highway,fuel_type,drive_train,transmission_description,msrp,miles,vehicle_description,certified,epa_unit,shorten_vdp_url
2020,Chevrolet,Traverse,720002C,FALSE,1GNERGKW2LJ153362,Cajun Red Tintcoat,Jet Black,6,4,Automatic,29144,32995,FWD 4dr LT Cloth w/1LT,18,27,Gasoline Fuel,Front Wheel Drive,Automatic,34995,30676,"CARFAX One-Owner. Clean CARFAX. Cajun Red Tintcoat 2020 Chevrolet Traverse LT 1LT FWD 9-Speed Automatic 3.6L V6 SIDI VVT Factory Certified, 1st & 2nd Row All-Weather Floor Liner (LPO), 3rd Row All-Weather Floor Liner (LPO), Automatic temperature control, Floor Liner Package (LPO), Front dual zone A/C, Integrated Cargo Liner (LPO), Preferred Equipment Group 1LT, Steering wheel mounted audio controls, Telescoping steering wheel, Tilt steering wheel, Wheels: 18 Bright Silver Painted Aluminum.Recent Arrival! Odometer is 12673 miles below market average! 18/27 City/Highway MPGIf you have any questions or would like some general information about financing or would like a price quote on a new or used vehicle please call.",FALSE,MPG,NULL
2023,Chevrolet,Traverse,C23493,TRUE,1GNERGKW0PJ270704,Summit White,Jet Black,6,4,Automatic,39243,40100,FWD 4dr LT Cloth w/1LT,18,27,Gasoline Fuel,Front Wheel Drive,Automatic,40100,4,,FALSE,MPG,NULL
2023,Chevrolet,Traverse,C23486,TRUE,1GNERGKW6PJ269721,Sterling Gray Metallic,Jet Black,6,4,Automatic,39024,39865,FWD 4dr LT Cloth w/1LT,18,27,Gasoline Fuel,Front Wheel Drive,Automatic,39865,4,,FALSE,MPG,NULL
2020,Chevrolet,Malibu,719967X,FALSE,1G1ZD5ST9LF124892,Silver Ice Metallic,Jet Black,4,4,Automatic,20361,19995,4dr Sdn LT,29,36,Gasoline Fuel,Front Wheel Drive,Automatic,22995,61594,"Prior Rental. CARFAX One-Owner. Clean CARFAX. Silver Ice Metallic 2020 Chevrolet Malibu LT FWD CVT 1.5L DOHC **CARFAX 1 OWNER **, **NAVIGATION / GPS / NAVI **, **CLEAN CARFAX**, Prior Rental, Jet Black Cloth.29/36 City/Highway MPGAwards:* JD Power Initial Quality StudyIf you have any questions or would like some general information about financing or would like a price quote on a new or used vehicle please call.",FALSE,MPG,NULL
2023,Chevrolet,Silverado 1500,C23540,TRUE,3GCPACED7PG327199,Summit White,Jet Black,4,4,Automatic,65735,67670,"2WD Crew Cab 157"" LT",17,21,Gasoline Fuel,Rear Wheel Drive,Automatic,67670,2,,FALSE,MPG,NULL
2023,Chevrolet,Silverado 1500,C23538,TRUE,3GCPACED0PG327013,Summit White,Jet Black,4,4,Automatic,52774,54675,"2WD Crew Cab 157"" LT",17,21,Gasoline Fuel,Rear Wheel Drive,Automatic,54675,2,,FALSE,MPG,NULL
2019,Chevrolet,Silverado 1500,719958,FALSE,1GCUYHEL5KZ408570,Black,Jet Black,8,4,Automatic,51598,53598,"4WD Crew Cab 147"" High Country",16,20,Gasoline Fuel,Four Wheel Drive,Automatic,58995,37125,"CARFAX One-Owner. Clean CARFAX. Black 2019 Chevrolet Silverado 1500 High Country 4WD 10-Speed Automatic EcoTec3 6.2L V8 10-Way Power Driver Seat w/Lumbar, 10-Way Power Passenger Seat Adjuster w/Lumbar, 120-Volt Bed Mounted Power Outlet, 120-Volt Instrument Panel Power Outlet, 12-Volt Rear Auxiliary Power Outlet, 170 Amp Alternator, 2nd Row Heated Outboard Seats, 8 Driver Information Center, Advanced Trailering System, All-Weather Floor Liner (LPO), Auto-Dimming Inside Rear-View Mirror, Auxiliary External Transmission Oil Cooler, Bluetooth® For Phone, Chevrolet Connected Access, Chevrolet w/4G LTE, Chevytec Spray-On Black Bedliner, Chrome Assist Steps, Chrome Grille, Chrome Recovery Hooks, Color-Keyed Carpeting Floor Covering, Compass, Deep-Tinted Glass, Driver Memory, Dual Exhaust w/Polished Outlets, Electric Rear-Window Defogger, Electrical Lock Control Steering Column, Electronic Cruise Control, Floor Mounted Console, Following Distance Indicator, Forward Collision Alert, Front Carpeted Floor Mats, Front LED Fog Lamps, Front Pedestrian Braking, HD Radio, HD Rear Vision Camera, Heated Driver & Front Passenger Seats, Heated Steering Wheel, Heavy-Duty Rear Locking Differential, High Country Deluxe, Hitch Guidance, Hitch Guidance w/Hitch View, Integrated Trailer Brake Controller, IntelliBeam Automatic High Beam On/Off, Keyless Open & Start, Lane Change Alert w/Side Blind Zone Alert, Lane Keep Assist w/Lane Departure Warning, Leather Wrapped Steering Wheel, LED Cargo Area Lighting, Low Speed Forward Automatic Braking, Manual Tilt/Telescoping Steering Column, Navigation System, OnStar & Chevrolet Connected Services Capable, Outside Heated Power-Adjustable Mirrors, Painted Mirror Caps, Power Door Locks, Power Front Passenger Windows w/Express Up/Down, Power Front Windows w/Driver Express Up/Down, Power Rear Windows w/Express Down, Power Sliding Rear Window w/Rear Defogger, Power Sunroof, Preferred Equipment Group 3LZ, Rear Carpeted Floor Mats, Rear Cross Traffic Alert, Rear Dual USB Charging-Only Por",FALSE,MPG,NULL
2017,Honda,Civic Hatchback,719983,FALSE,SHHFK7H54HU416965,Black,,4,4,,19507,20995,EX CVT,31,40,Gasoline Fuel,Front Wheel Drive,Variable,23995,66599,"CARFAX One-Owner. Crystal Black Pearl 2017 Honda Civic EX FWD CVT 1.5L I4 DOHC 16V Black w/Cloth Seat Trim, 17 Alloy Wheels, Apple CarPlay/Android Auto, Automatic temperature control, Exterior Parking Camera Rear, Front dual zone A/C, Steering wheel mounted audio controls, Telescoping steering wheel, Tilt steering wheel.Odometer is 9048 miles below market average! 31/40 City/Highway MPGAwards:* 2017 KBB.com 10 Most Awarded Brands * 2017 KBB.com Brand Image AwardsKelley Blue Book Brand Image Awards are based on the Brand Watch(tm) study from Kelley Blue Book Market Intelligence. Award calculated among non-luxury shoppers. For more information, visit www.kbb.com. Kelley Blue Book is a registered trademark of Kelley Blue Book Co., Inc.If you have any questions or would like some general information about financing or would like a price quote on a new or used vehicle please call.",FALSE,MPG,NULL
2023,Chevrolet,Silverado 1500,C23539,TRUE,3GCPACED7PG327008,Summit White,Jet Black,4,4,Automatic,52774,54675,"2WD Crew Cab 157"" LT",17,21,Gasoline Fuel,Rear Wheel Drive,Automatic,54675,2,,FALSE,MPG,NULL
2023,Chevrolet,Silverado 1500,C23541,TRUE,3GCPACED8PG306393,Red Hot,Gideon/Very Dark Atmosphere,4,4,Automatic,52551,54435,"2WD Crew Cab 157"" LT",17,21,Gasoline Fuel,Rear Wheel Drive,Automatic,54435,6,,FALSE,MPG,NULL
2023,Chevrolet,Silverado 1500,C23542,TRUE,3GCPACED8PG327020,Summit White,Jet Black,4,4,Automatic,52774,54675,"2WD Crew Cab 157"" LT",17,21,Gasoline Fuel,Rear Wheel Drive,Automatic,54675,2,,FALSE,MPG,NULL
2023,Chevrolet,Silverado 1500,C23537,TRUE,3GCPACEDXPG327200,Summit White,Jet Black,4,4,Automatic,52774,54675,"2WD Crew Cab 157"" LT",17,21,Gasoline Fuel,Rear Wheel Drive,Automatic,54675,2,,FALSE,MPG,NULL
2023,Chevrolet,Equinox,C23470,TRUE,3GNAXHEG1PL259752,Summit White,Medium Ash Gray,4,4,Automatic,28321,28850,FWD 4dr LS w/1LS,26,31,Gasoline Fuel,Front Wheel Drive,Automatic,28850,7,,FALSE,MPG,NULL
2023,Chevrolet,Equinox,C23471,TRUE,3GNAXHEG4PL267490,Summit White,Medium Ash Gray,4,4,Automatic,28321,28850,FWD 4dr LS w/1LS,26,31,Gasoline Fuel,Front Wheel Drive,Automatic,28850,8,,FALSE,MPG,NULL
2023,Chevrolet,Equinox,C23472,TRUE,3GNAXHEG6PL259763,Summit White,Medium Ash Gray,4,4,Automatic,28321,28850,FWD 4dr LS w/1LS,26,31,Gasoline Fuel,Front Wheel Drive,Automatic,28850,7,,FALSE,MPG,NULL
2023,Chevrolet,Equinox,C23473,TRUE,3GNAXHEG7PL266947,Sterling Gray Metallic,Medium Ash Gray,4,4,Automatic,28683,29240,FWD 4dr LS w/1LS,26,31,Gasoline Fuel,Front Wheel Drive,Automatic,29240,8,,FALSE,MPG,NULL
2023,Chevrolet,Equinox,C23474,TRUE,3GNAXHEG8PL259764,Summit White,Medium Ash Gray,4,4,Automatic,28321,28850,FWD 4dr LS w/1LS,26,31,Gasoline Fuel,Front Wheel Drive,Automatic,28850,8,,FALSE,MPG,NULL
2023,Chevrolet,Equinox,C23475,TRUE,3GNAXHEG8PL267475,Summit White,Medium Ash Gray,4,4,Automatic,28321,28850,FWD 4dr LS w/1LS,26,31,Gasoline Fuel,Front Wheel Drive,Automatic,28850,8,,FALSE,MPG,NULL
2023,Chevrolet,Blazer,C23476,TRUE,3GNKBDR42PS216345,Black,Jet Black,4,4,Automatic,40352,41200,FWD 4dr LT w/3LT,22,29,Gasoline Fuel,Front Wheel Drive,Automatic,41200,8,,FALSE,MPG,NULL
2022,Hyundai,Santa Fe,720008,FALSE,5NMS24AJ4NH398029,Calypso Red,Beige,4,4,Automatic,26719,28995,SEL FWD,25,28,Gasoline Fuel,Front Wheel Drive,Automatic,30995,13635,CARFAX One-Owner. Clean CARFAX. Calypso Red 2022 Hyundai Santa Fe SEL FWD 8-Speed Automatic with SHIFTRONIC 2.5L I4 Beige Leather.Recent Arrival! Odometer is 2920 miles below market average! 25/28 City/Highway MPGIf you have any questions or would like some general information about financing or would like a price quote on a new or used vehicle please call.,FALSE,MPG,NULL
2024,Chevrolet,Trax,C24042,TRUE,KL77LKE27RC006530,Mosaic Black Metallic,Jet Black with Artemis accents,3,4,Automatic,25439,27645,FWD 4dr ACTIV,28,32,Gasoline Fuel,Front Wheel Drive,Automatic,27645,5,,FALSE,MPG,NULL
2018,Chevrolet,Volt,719976V,FALSE,1G1RC6S57JU128782,Summit White,Jet Black/Jet Black,4,4,Automatic,20715,20995,5dr HB LT,43,42,Hybrid Fuel,Front Wheel Drive,Automatic,22995,97169,"Clean CARFAX. Summit White 2018 Chevrolet Volt LT FWD 1-Speed Automatic 1.5L VVT DI DOHC 4-Cylinder Range Extender 6-Speaker Audio System Feature, Automatic temperature control, Exterior Parking Camera Rear, Preferred Equipment Group 2LT, Premium audio system: Chevrolet MyLink, Radio: Chevrolet MyLink AM/FM Stereo, SiriusXM Satellite Radio, Steering wheel mounted audio controls, Telescoping steering wheel, Tilt steering wheel, Wheels: 17 x 7 5-Spoke Painted Aluminum.Awards:* 2018 IIHS Top Safety Pick with optional front crash prevention * 2018 KBB.com 10 Most Awarded BrandsIf you have any questions or would like some general information about financing or would like a price quote on a new or used vehicle please call.",FALSE,MPG,NULL
2020,Tesla,Model 3,719999,FALSE,5YJ3E1EA9LF597385,White,,NULL,4,Automatic,27705,29995,Standard Range Plus RWD,0,0,Electric Fuel System,Rear Wheel Drive,Automatic,32995,60087,"Clean CARFAX. Pearl White Multi-Coat 2020 Tesla Model 3 Standard Range Plus RWD 1-Speed Automatic Electric ZEV 271hp Automatic temperature control, Exterior Parking Camera Rear, Front dual zone A/C, Navigation System, Radio: Upgraded Audio System, Steering wheel mounted A/C controls, Steering wheel mounted audio controls, Telescoping steering wheel, Tilt steering wheel, Wheels: 18 x 8.5 Aero.Recent Arrival! 148/132 City/Highway MPGIf you have any questions or would like some general information about financing or would like a price quote on a new or used vehicle please call.",FALSE,,NULL
2023,Chevrolet,Silverado 1500,C23485,TRUE,1GCRABEK9PZ291663,Summit White,Jet Black,4,4,Automatic,44541,45590,"2WD Double Cab 147"" Custom",19,22,Gasoline Fuel,Rear Wheel Drive,Automatic,45590,2,,FALSE,MPG,NULL
2019,Chevrolet,Traverse,720009C,FALSE,1GNERGKW7KJ175372,Summit White,Jet Black,6,4,Automatic,26788,29995,FWD 4dr LT Cloth w/1LT,18,27,Gasoline Fuel,Front Wheel Drive,Automatic,31995,48769,"Clean CARFAX. Summit White 2019 Chevrolet Traverse LT Cloth w/1LT FWD 9-Speed Automatic 3.6L V6 SIDI VVT **CARFAX 1 OWNER **, ** NEW BRAKES & TIRES**, **CLEAN CARFAX**.Recent Arrival! Odometer is 12683 miles below market average! 18/27 City/Highway MPGAwards:* 2019 KBB.com 12 Best Family CarsIf you have any questions or would like some general information about financing or would like a price quote on a new or used vehicle please call.",FALSE,MPG,NULL
2016,Kia,Sorento,719968,FALSE,5XYPG4A33GG094227,Sparkling Silver,Satin Black,4,4,Automatic,16858,16995,FWD 4dr 2.4L LX,21,29,Gasoline Fuel,Front Wheel Drive,Automatic,18995,69292,"Sparkling Silver 2016 Kia Sorento LX FWD 6-Speed Automatic with Sportmatic 2.4L DOHCOdometer is 23474 miles below market average! 21/29 City/Highway MPGAwards:* 2016 KBB.com 10 Best Used Midsize SUVs Under $15,000 * 2016 KBB.com 10 Best Certified Pre-Owned 3-Row SUVs Under $30,000 * 2016 KBB.com 10 Best SUVs Under $25,000If you have any questions or would like some general information about financing or would like a price quote on a new or used vehicle please call.",FALSE,MPG,NULL
2021,Toyota,Tundra 2WD,720003,FALSE,5TFRY5F16MX272966,White,,8,4,Automatic,37454,40995,SR5 Double Cab 6.5' Bed 5.7L (Natl),13,17,Gasoline Fuel,Rear Wheel Drive,Automatic,42995,33331,"CARFAX One-Owner. Clean CARFAX. Super White 2021 Toyota Tundra SR5 RWD 6-Speed Automatic Electronic with Overdrive i-Force 5.7L V8 DOHC 32V LEV **CARFAX 1 OWNER **, **CLEAN CARFAX**, Air Conditioning, Apple CarPlay/Android Auto, Exterior Parking Camera Rear, Steering wheel mounted audio controls, Tilt steering wheel.Recent Arrival!If you have any questions or would like some general information about financing or would like a price quote on a new or used vehicle please call.",FALSE,MPG,NULL
2023,Chevrolet,Silverado 1500,C23544,TRUE,3GCPACED4PG320937,Radiant Red Tintcoat,Jet Black,4,4,Automatic,53011,54930,"2WD Crew Cab 157"" LT",17,21,Gasoline Fuel,Rear Wheel Drive,Automatic,54930,5,,FALSE,MPG,NULL
2023,Chevrolet,Silverado 1500,C23526,TRUE,1GCUDJE87PZ306256,Radiant Red Tintcoat,Jet Black,8,4,Automatic,67455,69930,"4WD Crew Cab 147"" High Country",21,23,Diesel Fuel,Four Wheel Drive,Automatic,69930,4,,FALSE,MPG,NULL
2023,Chevrolet,Traverse,C23480,TRUE,1GNERFKW0PJ266386,Summit White,Jet Black/Chai,6,4,Automatic,35495,36190,FWD 4dr LS w/1LS,18,27,Gasoline Fuel,Front Wheel Drive,Automatic,36190,8,,FALSE,MPG,NULL
2023,Chevrolet,Traverse,C23481,TRUE,1GNERFKW8PJ266412,Summit White,Jet Black/Chai,6,4,Automatic,35495,36190,FWD 4dr LS w/1LS,18,27,Gasoline Fuel,Front Wheel Drive,Automatic,36190,9,,FALSE,MPG,NULL
2023,Chevrolet,Traverse,C23531,TRUE,1GNERKKW5PJ279353,Summit White,Jet Black,6,4,Automatic,49203,50330,FWD 4dr Premier,18,27,Gasoline Fuel,Front Wheel Drive,Automatic,50330,3,,FALSE,MPG,NULL
2023,Chevrolet,Traverse,C23535,TRUE,1GNERKKW6PJ279426,Summit White,Jet Black,6,4,Automatic,49203,50330,FWD 4dr Premier,18,27,Gasoline Fuel,Front Wheel Drive,Automatic,50330,4,,FALSE,MPG,NULL
2021,Honda,CR-V,720019,FALSE,7FARW1H58ME021699,Cement,,4,4,,28226,29995,EX 2WD,28,34,Gasoline Fuel,Front Wheel Drive,Variable,31995,17721,"CARFAX One-Owner. Clean CARFAX. Sonic Gray Pearl 2021 Honda CR-V EX FWD CVT 1.5L I4 DOHC 16V **CARFAX 1 OWNER **, **CLEAN CARFAX**, 18 Alloy Wheels, Adaptive Cruise Control: Adaptive Cruise Control (ACC) with Low-Speed Follow, Apple CarPlay/Android Auto, Automatic temperature control, Exterior Parking Camera Rear, Forward collision: Collision Mitigation Braking System (CMBS) + FCW mitigation, Front dual zone A/C, Power moonroof, Steering wheel mounted audio controls, Telescoping steering wheel, Tilt steering wheel.Recent Arrival! Odometer is 11816 miles below market average! 28/34 City/Highway MPGIf you have any questions or would like some general information about financing or would like a price quote on a new or used vehicle please call.",FALSE,MPG,NULL
2023,Chevrolet,Bolt EV,C23564,TRUE,1G1FX6S00P4163894,Summit White,Jet Black,NULL,4,,32577,37355,5dr Wgn 2LT,0,0,Electric Fuel System,Front Wheel Drive,Automatic,37355,3,,FALSE,,NULL
2023,Chevrolet,Silverado 1500,C23292,TRUE,1GCPABEK7PZ213812,Summit White,Jet Black,4,4,Automatic,45221,46220,"2WD Crew Cab 147"" Custom",19,22,Gasoline Fuel,Rear Wheel Drive,Automatic,46220,5,,FALSE,MPG,NULL
2023,Chevrolet,Traverse,C23534,TRUE,1GNERKKW7PJ279502,Summit White,Jet Black,6,4,Automatic,49203,50330,FWD 4dr Premier,18,27,Gasoline Fuel,Front Wheel Drive,Automatic,50330,4,,FALSE,MPG,NULL
2023,Chevrolet,Trailblazer,C23557,TRUE,KL79MMS28PB161936,Summit White,Jet Black,3,4,,23403,26545,FWD 4dr LS,29,31,Gasoline Fuel,Front Wheel Drive,Variable,26545,4,,FALSE,MPG,NULL
2023,Chevrolet,Trailblazer,C23559,TRUE,KL79MTSLXPB158720,Sterling Gray Metallic,Jet Black with Red accents,3,4,,27967,31215,FWD 4dr RS,29,33,Gasoline Fuel,Front Wheel Drive,Variable,31215,4,,FALSE,MPG,NULL
2023,Chevrolet,Silverado 1500,C23204,TRUE,1GCPACED5PZ171406,Radiant Red Tintcoat,Jet Black,4,4,Automatic,52449,54335,"2WD Crew Cab 147"" LT",17,21,Gasoline Fuel,Rear Wheel Drive,Automatic,54335,3,,FALSE,MPG,NULL
2023,Chevrolet,Equinox,C23498,TRUE,3GNAXHEG2PL272042,Sterling Gray Metallic,Medium Ash Gray,4,4,Automatic,28990,29570,FWD 4dr LS w/1LS,26,31,Gasoline Fuel,Front Wheel Drive,Automatic,29570,10,,FALSE,MPG,NULL
2023,Chevrolet,Blazer,C23502,TRUE,3GNKBFR47PS221164,Sterling Gray Metallic,Jet Black,4,4,Automatic,47829,49060,FWD 4dr Premier,22,29,Gasoline Fuel,Front Wheel Drive,Automatic,49060,9,,FALSE,MPG,NULL
2019,GMC,Acadia,720020,FALSE,1GKKNMLS4KZ278529,Ebony Twilight Metallic,Jet Black,4,4,Automatic,27648,27995,FWD 4dr SLT w/SLT-1,18,25,Gasoline Fuel,Front Wheel Drive,Automatic,29995,40319,"Clean CARFAX. Ebony Twilight Metallic 2019 GMC Acadia SLT-1 FWD 6-Speed Automatic 3.6L V6 SIDI 1st & 2nd Row All Weather Floor Mats (LPO), 3rd Row All Weather Floor Mats (LPO), All Weather Cargo Mat (LPO), Automatic temperature control, Black Center Caps w/Black GMC Logo (LPO), Black Edition, Black Roof Rails, Bose Premium 8-Speaker System, Dual SkyScape 2-Panel Power Sunroof, Exterior Parking Camera Rear, Front dual zone A/C, Heavy-Duty Cooling System, Interior Protection Package (LPO), Power Liftgate, Preferred Equipment Group 4SA, Premium audio system: GMC Infotainment System, Telescoping steering wheel, Tilt steering wheel, Trailering Package, Wheels: 20 x 8.0 Aluminum w/Black Accents (4).Recent Arrival! Odometer is 17359 miles below market average!If you have any questions or would like some general information about financing or would like a price quote on a new or used vehicle please call.",FALSE,MPG,NULL
2023,Chevrolet,Trailblazer,C23561,TRUE,KL79MMS24PB160363,Mosaic Black Metallic,Jet Black,3,4,,23403,23545,FWD 4dr LS,29,31,Gasoline Fuel,Front Wheel Drive,Variable,23545,5,,FALSE,MPG,NULL
2024,Chevrolet,Trax,C24054,TRUE,KL77LHE21RC040708,Mosaic Black Metallic,Jet Black with Blue accents,3,4,Automatic,23814,25990,FWD 4dr LT,28,32,Gasoline Fuel,Front Wheel Drive,Automatic,25990,6,,FALSE,MPG,NULL
2024,Chevrolet,Trax,C24053,TRUE,KL77LHE2XRC040738,Mosaic Black Metallic,Jet Black with Blue accents,3,4,Automatic,23814,25990,FWD 4dr LT,28,32,Gasoline Fuel,Front Wheel Drive,Automatic,25990,6,,FALSE,MPG,NULL
2024,Chevrolet,Trax,C24057,TRUE,KL77LHE29RC040696,Mosaic Black Metallic,Jet Black with Blue accents,3,4,Automatic,23814,25990,FWD 4dr LT,28,32,Gasoline Fuel,Front Wheel Drive,Automatic,25990,5,,FALSE,MPG,NULL
2023,Chevrolet,Silverado 1500,C23491,TRUE,2GCPACED7P1147021,Black,Jet Black,4,4,Automatic,53425,55385,"2WD Crew Cab 147"" LT",17,21,Gasoline Fuel,Rear Wheel Drive,Automatic,55385,4,,FALSE,MPG,NULL
2024,Chevrolet,Trax,C24055,TRUE,KL77LHE21RC040711,Mosaic Black Metallic,Jet Black with Blue accents,3,4,Automatic,23814,25990,FWD 4dr LT,28,32,Gasoline Fuel,Front Wheel Drive,Automatic,25990,5,,FALSE,MPG,NULL
2020,Honda,Civic Sedan,720004,FALSE,2HGFC2F62LH557177,Red,,4,4,,22031,21995,LX CVT,30,38,Gasoline Fuel,Front Wheel Drive,Variable,23995,58981,"Clean CARFAX. Rallye Red 2020 Honda Civic LX FWD CVT 2.0L I4 DOHC 16V i-VTEC Adaptive Cruise Control: Adaptive Cruise Control (ACC) with Low-Speed Follow, Automatic temperature control, Exterior Parking Camera Rear, Forward collision: Collision Mitigation Braking System (CMBS) + FCW mitigation, Lane departure: Lane Keeping Assist System (LKAS) active, Steering wheel mounted audio controls, Telescoping steering wheel, Tilt steering wheel.30/38 City/Highway MPGIf you have any questions or would like some general information about financing or would like a price quote on a new or used vehicle please call.",FALSE,MPG,NULL
2022,Honda,Civic Sedan,719995,FALSE,2HGFE2F5XNH546111,Black,,4,4,,25508,26995,Sport CVT,30,37,Gasoline Fuel,Front Wheel Drive,Variable,29995,34864,"CARFAX One-Owner. Clean CARFAX. Crystal Black Pearl 2022 Honda Civic Sport FWD CVT 2.0L I4 DOHC 16V i-VTEC Adaptive Cruise Control: Adaptive Cruise Control (ACC) with Low-Speed Follow, Automatic temperature control, Exterior Parking Camera Rear, Forward collision: Collision Mitigation Braking System (CMBS) + FCW mitigation, Steering wheel mounted audio controls, Telescoping steering wheel, Tilt steering wheel, Wheels: 18 Gloss Black Alloy.30/37 City/Highway MPGAwards:* NACTOY 2022 North American Car of the YearIf you have any questions or would like some general information about financing or would like a price quote on a new or used vehicle please call.",FALSE,MPG,NULL
2023,Volkswagen,Atlas Cross Sport,720025,FALSE,1V2SE2CA8PC209603,White,,6,4,Automatic,45237,49995,3.6L V6 SEL R-Line Black 4MOTION,18,24,Gasoline Fuel,All Wheel Drive,Automatic,51995,3131,"CARFAX One-Owner. Clean CARFAX. White 2023 Volkswagen Atlas Cross Sport 3.6L V6 SEL R-Line AWD 8-Speed Automatic with Tiptronic 3.6L VR6 **CARFAX 1 OWNER **, **CLEAN CARFAX**.Recent Arrival!If you have any questions or would like some general information about financing or would like a price quote on a new or used vehicle please call.",FALSE,MPG,NULL
2023,Chevrolet,Silverado 1500,C23174,TRUE,1GCPABEK9PZ157212,Summit White,Jet Black,4,4,Automatic,45221,46220,"2WD Crew Cab 147"" Custom",19,22,Gasoline Fuel,Rear Wheel Drive,Automatic,46220,3,,FALSE,MPG,NULL
2023,Chevrolet,Silverado 1500,C23527,TRUE,2GCUDEED7P1149857,Sterling Gray Metallic,Jet Black,4,4,Automatic,59380,61645,"4WD Crew Cab 147"" RST",15,20,Gasoline Fuel,Four Wheel Drive,Automatic,61645,7,,FALSE,MPG,NULL
2024,Chevrolet,Trax,C24060,TRUE,KL77LHE29RC040746,Mosaic Black Metallic,Jet Black with Blue accents,3,4,Automatic,23592,25990,FWD 4dr LT,28,32,Gasoline Fuel,Front Wheel Drive,Automatic,25990,5,,FALSE,MPG,NULL
2023,Chevrolet,Colorado,C23566,TRUE,1GCPTEEK8P1196044,Black,Jet Black,4,4,Automatic,43453,50095,4WD Crew Cab Trail Boss,17,21,Gasoline Fuel,Four Wheel Drive,Automatic,50095,115,,FALSE,MPG,NULL
2020,Chevrolet,Camaro,720017X,FALSE,1G1FH3D79L0136345,Black,Jet Black,8,2,Manual,32499,0,2dr Conv 2SS,16,27,Gasoline Fuel,Rear Wheel Drive,Automatic,0,62019,,FALSE,MPG,NULL
2020,Chevrolet,Traverse,719332,FALSE,1GNERFKW0LJ104915,,,6,4,Automatic,0,0,FWD 4dr LS w/1LS,18,27,Gasoline Fuel,Front Wheel Drive,9-Speed A/T,0,0,,FALSE,,NULL
